"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","Price","log_price","price_label","price_label_high"
"Caulfield East","4 Lord St",3,9.3,-37.885,145.0466,"Bayside","8/10/2016",3145,3,1,NA,"Glen Eira",2,658,-0.0161683785822258,0.56529747288226,-0.947274198079519,0.491126973161556,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1380000,6.13987908640124,TRUE,TRUE
"Caulfield East","9 Lord St",2,9.3,-37.8852,145.0462,"Woodards","10/12/2016",3145,2,1,NA,"Glen Eira",2,521,-0.0161683785822258,0.253409341323234,-0.949784872860703,0.487276570791482,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",620000,5.79239168949825,FALSE,FALSE
"Caulfield East","75 Grange Rd",5,9.3,-37.8868,145.0462,"Gary","16/07/2016",3145,5,2,1915,"Glen Eira",1,521,-0.0161683785822258,0.253409341323234,-0.969870271110262,0.487276570791482,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1335000,6.12548126570059,TRUE,TRUE
"Caulfield East","17 Clifton St",2,9.3,-37.884,145.0447,"hockingstuart","25/02/2017",3145,2,1,1960,"Glen Eira",1,472,-0.0161683785822258,0.121454426106964,-0.934720824173601,0.47283756190425,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1e+06,6,TRUE,FALSE
"Seaholme","13 Sussex St",5,12.7,-37.864,144.8437,"Greg","17/09/2016",3018,5,3,2005,"Hobsons Bay",6,705,0.567425579454226,0.657469702893855,-0.683653346054606,-1.46198962899378,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1415000,6.15075643986031,TRUE,TRUE
"Seaholme","10 Wattle Gr",5,12.7,-37.8664,144.8416,"RT","25/02/2017",3018,4,3,2005,"Hobsons Bay",4,697,0.567425579454226,0.64222311868153,-0.7137814434289,-1.48220424143612,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Menos_populares",2e+06,6.30102999566398,TRUE,TRUE
"Keilor Park","60 Erebus St",4,14.5,-37.7216,144.8605,"Barry","11/02/2017",3042,4,2,NA,"Brimbank",1,697,0.844605025433454,0.64222311868153,1.10394709815229,-1.30027272945613,"Grandes","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",843000,5.92582757462474,FALSE,FALSE
"Keilor Park","2/90 Victory St",3,14.5,-37.7243,144.8533,"Barry","12/11/2016",3042,3,1,1991,"Brimbank",1,255,0.844605025433454,-0.701121355616707,1.07005298860627,-1.36957997211528,"Medianas","Moderna","Pocas_plazas","Western_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",501000,5.69983772586725,FALSE,FALSE
"Keilor Park","50 Collinson St",4,14.5,-37.7221,144.8578,"YPA","18/03/2017",3042,4,2,NA,"Brimbank",7,754,0.844605025433454,0.747239454250229,1.09767041119938,-1.32626294545331,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",820500,5.91407858538911,FALSE,FALSE
"Keilor Park","2a Flinders St",3,14.5,-37.7226,144.8569,"Nelson","26/07/2016",3042,3,2,NA,"Brimbank",2,260,0.844605025433454,-0.675179425132713,1.09139372424637,-1.33492635078571,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",685000,5.83569057149243,FALSE,FALSE
"Keilor Park","3/550 Fullarton Rd",4,14.5,-37.7263,144.8584,"Barry","27/11/2016",3042,4,2,2013,"Brimbank",1,231,0.844605025433454,-0.833176172432657,1.04494624079434,-1.32048734189847,"Grandes","Moderna","Pocas_plazas","Western_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Menos_populares",6e+05,5.77815125038364,FALSE,FALSE
"Keilor Park","35 Spence St",3,14.5,-37.7212,144.8598,"Nelson","28/05/2016",3042,3,2,1980,"Brimbank",2,554,0.844605025433454,0.335457307474786,1.10896844771466,-1.30701093360349,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Menos_populares",566000,5.75281643118827,FALSE,FALSE
"Gardenvale","66A Gardenvale Rd",3,9.8,-37.8982,145.0121,"Nick","11/02/2017",3185,3,2,2004,"Glen Eira",2,236,0.075670245955278,-0.804567639383425,-1.11297873363809,0.159029768753593,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Menos_populares",1250000,6.09691001300806,TRUE,FALSE
"Gardenvale","1/18 Magnolia Rd",2,9.8,-37.8994,145.0101,"Biggin","19/11/2016",3185,2,1,1960,"Glen Eira",1,236,0.075670245955278,-0.804567639383425,-1.12804278232519,0.139777756903769,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",595000,5.77451696572855,FALSE,FALSE
"Gardenvale","25 Magnolia Rd",4,9.8,-37.8988,145.0098,"hockingstuart","28/08/2016",3185,4,3,2010,"Glen Eira",3,474,0.075670245955278,0.127103345481581,-1.12051075798164,0.136889955126487,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",2200000,6.34242268082221,TRUE,TRUE
"Princes Hill","77 McIlwraith St",4,3.7,-37.7833,144.9681,"Nelson","28/05/2016",3054,4,2,1890,"Yarra",1,256,-1.29439594209012,-0.695892513553825,0.329403928155382,-0.264514491940624,"Grandes","Antigua","Pocas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1908000,6.28057837036808,TRUE,TRUE
"Aberfeldie","3/4 Combermere St",2,9.1,-37.7564,144.9043,"Barry","8/04/2017",3040,2,1,1980,"Moonee Valley",1,70,-0.0535934240463985,-2.4282177181504,0.667089686225348,-0.878653669946952,"Pequeñas","Moderna","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",470000,5.67209785793572,FALSE,FALSE
"Aberfeldie","2 Derry St",4,9.1,-37.7595,144.8993,"Nelson","29/04/2017",3040,4,2,1950,"Moonee Valley",2,746,-0.0535934240463985,0.732988999756326,0.628174227116867,-0.926783699571239,"Grandes","Antigua","Muchas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1740000,6.2405492482826,TRUE,TRUE
"Albert Park","13/123 Beaconsfield Pde",1,3.3,-37.8487,144.9511,"Nelson","8/04/2017",3206,1,1,1888,"Port Phillip",1,152,-1.41579722890139,-1.39232823095329,-0.491586725293652,-0.428156592663309,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
"Albert Park","75 Richardson St",2,3.3,-37.8441,144.9522,"Greg","8/04/2017",3206,2,1,NA,"Port Phillip",1,263,-1.41579722890139,-0.659852670702568,-0.433841205326248,-0.417567986145878,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",2810000,6.44870631990508,TRUE,TRUE
"Albert Park","21 Finlay St",2,3.3,-37.8436,144.9558,"Marshall","13/05/2017",3206,2,1,NA,"Port Phillip",1,236,-1.41579722890139,-0.804567639383425,-0.427564518373333,-0.382914364816304,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",2130000,6.32837960343874,TRUE,TRUE
"Albert Park","91 Page St",3,3.3,-37.8473,144.955,"Marshall","20/05/2017",3206,3,1,1890,"Port Phillip",1,163,-1.41579722890139,-1.2989846133685,-0.474012001825276,-0.390615169556179,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",2150000,6.3324384599156,TRUE,TRUE
"Albert Park","6 Gray La",3,3.3,-37.8435,144.9538,"White","29/04/2017",3206,3,1,NA,"Port Phillip",1,185,-1.41579722890139,-1.1298436214136,-0.426309180982697,-0.402166376666128,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",2035000,6.30856441356124,TRUE,TRUE
"Albert Park","2A Mills St",2,3.3,-37.8441,144.9598,"Marshall","29/04/2017",3206,2,1,NA,"Port Phillip",1,115,-1.41579722890139,-1.76499420120752,-0.433841205326248,-0.344410341116929,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","t","S","Pocos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Albert Park","46 Withers St",2,3.3,-37.8445,144.9489,"RT","29/04/2017",3206,2,1,1915,"Port Phillip",0,111,-1.41579722890139,-1.81229002311874,-0.438862554888615,-0.449333805697897,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1190000,6.07554696139253,TRUE,FALSE
"Alphington","57 Yarralea St",3,6.4,-37.7817,145.0319,"Nelson","13/05/2017",3078,3,2,1967,"Yarra",2,528,-0.606178390514565,0.271239486040506,0.349489326404851,0.349624686065977,"Medianas","Antigua","Muchas_plazas","Northern_Metropolitan","t","PI","Muchos_baños","Pocos_dormitorios","Menos_populares",1285000,6.10890312766731,TRUE,FALSE
"Alphington","55 Bennett St",4,6.4,-37.771,145.0318,"Nelson","20/05/2017",3078,4,2,NA,"Darebin",2,600,-0.606178390514565,0.442020708332366,0.483810427198491,0.348662085473459,"Grandes","Desconocido","Muchas_plazas","Northern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Menos_populares",1975000,6.29556709996248,TRUE,TRUE
"Alphington","3/34 Grange Rd",1,6.4,-37.7786,145.0253,"Fletchers","20/05/2017",3078,1,1,NA,"Darebin",1,183,-0.606178390514565,-1.14436514962337,0.388404785513332,0.286093046961667,"Pequeñas","Desconocido","Pocas_plazas","Northern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Menos_populares",316000,5.4996870826184,FALSE,FALSE
"Altona North","269 Blackshaws Rd",3,11.1,-37.8326,144.8594,"Hunter","20/05/2017",3025,3,1,1970,"Hobsons Bay",2,606,0.304027801993831,0.455314026385712,-0.289477405407873,-1.31086133597356,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Menos_populares",916000,5.96189547366785,TRUE,FALSE
"Altona North","68 Chambers Rd",3,11.1,-37.8367,144.8425,"RT","20/05/2017",3025,3,1,NA,"Hobsons Bay",2,534,0.304027801993831,0.286335323964737,-0.340946238422273,-1.47354083610373,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",750000,5.8750612633917,FALSE,FALSE
"Altona North","23 Rymill Ct",3,11.1,-37.8322,144.8399,"hockingstuart","29/04/2017",3025,3,1,1970,"Hobsons Bay",3,535,0.304027801993831,0.288834796053281,-0.284456055845506,-1.49856845150839,"Medianas","Antigua","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Menos_populares",910000,5.95904139232109,TRUE,FALSE
"Armadale","22 Baldwin St",2,6.3,-37.8545,145.0219,"Marshall","6/05/2017",3143,2,2,NA,"Stonnington",3,311,-0.628701914674093,-0.435892585068157,-0.564396293948157,0.25336462681713,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1859000,6.2692793897719,TRUE,TRUE
"Armadale","5/29 Mercer Rd",2,6.3,-37.8532,145.0259,"RT","6/05/2017",3143,2,2,NA,"Stonnington",1,189,-0.628701914674093,-1.10126568806069,-0.548076907870419,0.291868650516778,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1200000,6.07918124604763,TRUE,FALSE
"Armadale","8/15 Egerton Rd",2,6.3,-37.8624,145.0223,"hockingstuart","8/04/2017",3143,2,1,1960,"Stonnington",1,693,-0.628701914674093,0.63453407620996,-0.663567947805137,0.257215029187204,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","VB","Pocos_baños","Pocos_dormitorios","Más_populares",480000,5.68124123737559,FALSE,FALSE
"Armadale","4/48 New St",3,6.3,-37.8544,145.0164,"Jellis","20/05/2017",3143,3,2,2011,"Stonnington",2,1803,-0.628701914674093,1.91195571592648,-0.563140956557521,0.200421594230524,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",1635000,6.21351775699631,TRUE,TRUE
"Armadale","18 Rose St",2,6.3,-37.851,145.0156,"Marshall","20/05/2017",3143,2,2,NA,"Stonnington",0,195,-0.628701914674093,-1.05951330747087,-0.520459485277309,0.192720789490649,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1705000,6.23172438332852,TRUE,TRUE
"Armadale","4/10 St Georges Rd",3,6.3,-37.8606,145.0209,"Kay","22/04/2017",3143,3,2,NA,"Stonnington",2,903,-0.628701914674093,0.98815471070101,-0.640971874774394,0.243738620892491,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1005000,6.00216606175651,TRUE,FALSE
"Armadale","8/16 Wattletree Rd",2,6.3,-37.8611,145.0174,"Jellis","22/04/2017",3143,2,1,NA,"Stonnington",2,544,-0.628701914674093,0.311122072844862,-0.647248561727398,0.210047600155436,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",690000,5.83884909073726,FALSE,FALSE
"Armadale","1/25 Mercer Rd",3,6.3,-37.8536,145.0263,"Jellis","29/04/2017",3143,3,2,NA,"Stonnington",3,395,-0.628701914674093,-0.116472318303667,-0.553098257432786,0.295719052886579,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",2120000,6.32633586092875,TRUE,TRUE
"Armadale","6/581 Orrong Rd",1,6.3,-37.8531,145.0115,"Marshall","29/04/2017",3143,1,1,1966,"Stonnington",0,212,-0.628701914674093,-0.947844176196896,-0.546821570479782,0.153254165198755,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",405000,5.60745502321467,FALSE,FALSE
"Ascot Vale","8 Anderson St",5,5.9,-37.7822,144.9065,"Nelson","6/05/2017",3032,5,3,1925,"Moonee Valley",3,468,-0.720635308960592,0.110084421804764,0.343212639451847,-0.857476456912364,"Grandes","Antigua","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2100000,6.32221929473392,TRUE,TRUE
"Ascot Vale","6 Munro St",3,5.9,-37.7756,144.9148,"Nelson","8/04/2017",3032,3,1,1920,"Moonee Valley",1,450,-0.720635308960592,0.0576868259942052,0.426064907231177,-0.777580607735785,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1435000,6.15685190107001,TRUE,TRUE
"Ascot Vale","72 Bloomfield Rd",2,5.9,-37.7761,144.9165,"Nelson","13/05/2017",3032,2,1,1920,"Moonee Valley",1,226,-0.720635308960592,-0.862410762196738,0.419788220278173,-0.761216397663517,"Pequeñas","Antigua","Pocas_plazas","Western_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1020000,6.00860017176192,TRUE,FALSE
"Ascot Vale","3 Dalgety Dr",3,5.9,-37.7774,144.904,"Nelson","13/05/2017",3032,3,2,2009,"Moonee Valley",2,209,-0.720635308960592,-0.966884414511186,0.403468834200435,-0.881541471724508,"Medianas","Moderna","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1041000,6.01745072951054,TRUE,FALSE
"Ascot Vale","4/225 Maribyrnong Rd",2,5.9,-37.7715,144.9088,"Woodards","13/05/2017",3032,2,2,NA,"Moonee Valley",1,103,-0.720635308960592,-1.91222200839216,0.477533740245488,-0.835336643284984,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",565000,5.75204844781944,FALSE,FALSE
"Ascot Vale","75 Maribyrnong Rd",6,5.9,-37.7721,144.9184,"Jellis","13/05/2017",3032,6,3,1887,"Moonee Valley",2,1012,-0.720635308960592,1.14040329233877,0.470001715901937,-0.742926986406485,"Grandes","Antigua","Muchas_plazas","Western_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2250000,6.35218251811136,TRUE,TRUE
"Ascot Vale","5/9 Sandown Rd",4,5.9,-37.7831,144.9209,"Alexkarbon","13/05/2017",3032,4,3,2011,"Moonee Valley",2,277,-0.720635308960592,-0.590564758015604,0.331914602936565,-0.718861971594341,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","t","SP","Muchos_baños","Muchos_dormitorios","Más_populares",9e+05,5.95424250943933,FALSE,FALSE
"Ascot Vale","7 Elliott St",3,5.9,-37.781,144.9095,"Nelson","20/05/2017",3032,3,2,NA,"Moonee Valley",1,542,-0.720635308960592,0.306201376889133,0.358276688139039,-0.828598439137628,"Medianas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1490000,6.17318626841227,TRUE,TRUE
"Ascot Vale","17 Monash St",3,5.9,-37.7808,144.9083,"Nelson","20/05/2017",3032,3,1,NA,"Moonee Valley",2,538,-0.720635308960592,0.296305276516074,0.360787362920222,-0.840149646247577,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1230000,6.0899051114394,TRUE,FALSE
"Ascot Vale","136 The Parade",2,5.9,-37.7721,144.9113,"Brad","20/05/2017",3032,2,1,NA,"Moonee Valley",0,341,-0.720635308960592,-0.312863924374349,0.470001715901937,-0.811271628472841,"Pequeñas","Desconocido","Pocas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1050000,6.02118929906994,TRUE,FALSE
"Ascot Vale","40 Kent St",4,5.9,-37.7804,144.9284,"Alexkarbon","29/04/2017",3032,4,3,NA,"Moonee Valley",2,230,-0.720635308960592,-0.838972135717128,0.36580871248259,-0.646666927157637,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1316500,6.11942086344209,TRUE,FALSE
"Ashwood","5 Harcourt St",2,12.2,-37.8683,145.1064,"Barry","8/04/2017",3147,2,1,1950,"Monash",2,803,0.486993913925257,0.831355098473543,-0.73763285385019,1.06676212746851,"Pequeñas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1495000,6.17464119266045,TRUE,TRUE
"Ashwood","217 Huntingdale Rd",4,12.2,-37.8696,145.1111,"Harcourts","8/04/2017",3147,4,1,NA,"Monash",1,656,0.486993913925257,0.561230597773233,-0.753952239927928,1.11200435531524,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares",1126000,6.05153839051533,TRUE,FALSE
"Ashwood","1/7 Queens Pde",2,12.2,-37.8677,145.0981,"Marshall","8/04/2017",3147,2,1,1970,"Monash",1,78,0.486993913925257,-2.28364789232824,-0.730100829506639,0.98686627829193,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",822000,5.91487181754005,FALSE,FALSE
"Ashwood","3/5 Yunki Ct",2,12.2,-37.871,145.0994,"Buxton","8/04/2017",3147,2,1,2010,"Monash",2,162,0.486993913925257,-1.30720597741608,-0.771526963396303,0.999380085994398,"Pequeñas","Moderna","Muchas_plazas","Southern_Metropolitan","t","SP","Pocos_baños","Pocos_dormitorios","Más_populares",770000,5.88649072517248,FALSE,FALSE
"Ashwood","2/5 Parkhill Dr",3,12.2,-37.8625,145.1083,"Jellis","20/05/2017",3147,3,2,2006,"Monash",2,235,0.486993913925257,-0.810240545748764,-0.664823285195684,1.08505153872581,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",890000,5.94939000664491,FALSE,FALSE
"Avondale Heights","33a Deutscher St",3,10.5,-37.7593,144.8561,"Moonee","6/05/2017",3034,3,2,2008,"Moonee Valley",1,292,0.200394075910304,-0.520110783458949,0.63068490189805,-1.34262715552558,"Medianas","Moderna","Pocas_plazas","Western_Metropolitan","u","S","Muchos_baños","Pocos_dormitorios","Más_populares",765000,5.88366143515362,FALSE,FALSE
"Avondale Heights","39 Ridge Dr",3,10.5,-37.7532,144.8548,"Nelson","8/04/2017",3034,3,1,NA,"Moonee Valley",2,615,0.200394075910304,0.475009234802053,0.707260482724376,-1.35514096322778,"Medianas","Desconocido","Muchas_plazas","Western_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",881000,5.94497590841205,FALSE,FALSE
"Avondale Heights","47 Wood St",4,10.5,-37.7678,144.8568,"Moonee","8/04/2017",3034,4,1,NA,"Moonee Valley",2,697,0.200394075910304,0.64222311868153,0.52398122369752,-1.33588895137822,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","SP","Pocos_baños","Muchos_dormitorios","Más_populares",850000,5.92941892571429,FALSE,FALSE
"Avondale Heights","16 Cortina Pl",4,10.5,-37.7522,144.8659,"Nelson","20/05/2017",3034,4,3,1990,"Moonee Valley",2,656,0.200394075910304,0.561230597773233,0.719813856630295,-1.24829229746177,"Grandes","Moderna","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares",1300000,6.11394335230684,TRUE,FALSE
"Avondale Heights","4 Camille Ct",5,10.5,-37.7565,144.8652,"Moonee","22/04/2017",3034,5,2,NA,"Moonee Valley",2,889,0.200394075910304,0.96727979471727,0.665834348834711,-1.2550305016094,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","SP","Muchos_baños","Muchos_dormitorios","Más_populares",1250000,6.09691001300806,TRUE,FALSE
"Avondale Heights","53 Doyle St",3,10.5,-37.7574,144.8574,"Moonee","22/04/2017",3034,3,1,1960,"Moonee Valley",1,585,0.200394075910304,0.408196941171745,0.654536312319429,-1.33011334782311,"Medianas","Antigua","Pocas_plazas","Western_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",760000,5.88081359228079,FALSE,FALSE
"Avondale Heights","30 Lorgrove Ct",4,10.5,-37.7619,144.866,"Nelson","29/04/2017",3034,4,3,NA,"Moonee Valley",3,857,0.200394075910304,0.918304140884684,0.598046129742662,-1.24732969686925,"Grandes","Desconocido","Muchas_plazas","Western_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1600000,6.20411998265593,TRUE,TRUE
"Balwyn North","24 Yeneda St",3,9.2,-37.8016,145.1013,"hockingstuart","8/04/2017",3104,3,1,NA,"Boroondara",1,696,-0.0348300509412516,0.640305002857938,0.099677185676493,1.0176694972517,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1922000,6.28375338333253,TRUE,TRUE
"Balwyn North","103 Longview Rd",4,9.2,-37.7848,145.0788,"RT","13/05/2017",3104,4,2,NA,"Boroondara",2,627,-0.0348300509412516,0.500825834131432,0.310573867296459,0.801084363942139,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2e+06,6.30102999566398,TRUE,TRUE
"Balwyn North","2/21 Pavo St",3,9.2,-37.7862,145.0739,"Marshall","13/05/2017",3104,3,1,1950,"Boroondara",1,350,-0.0348300509412516,-0.278061067802636,0.292999143828084,0.75391693491037,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",7e+05,5.84509804001426,FALSE,FALSE
"Balwyn North","35 Sylvander St",4,9.2,-37.789,145.0938,"Jellis","13/05/2017",3104,4,3,1960,"Boroondara",2,636,-0.0348300509412516,0.519866072445721,0.257849696891423,0.945474452815,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1890000,6.27646180417324,TRUE,TRUE
"Balwyn North","18 Woodville St",4,9.2,-37.7897,145.0922,"Jellis","13/05/2017",3104,4,2,NA,"Boroondara",1,677,-0.0348300509412516,0.603327578424945,0.249062335157235,0.93007284333525,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1630000,6.21218760440396,TRUE,TRUE
"Balwyn North","2/87 Tannock St",2,9.2,-37.785,145.0961,"hockingstuart","20/05/2017",3104,2,2,1994,"Boroondara",1,196,-0.0348300509412516,-1.05267969951937,0.308063192515275,0.967614266442379,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","PI","Muchos_baños","Pocos_dormitorios","Más_populares",8e+05,5.90308998699194,FALSE,FALSE
"Balwyn North","215 Doncaster Rd",3,9.2,-37.7939,145.0866,"hockingstuart","29/04/2017",3104,0,0,NA,"Boroondara",0,818,-0.0348300509412516,0.856080679764039,0.196338164752289,0.876167210156125,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1670000,6.22271647114758,TRUE,TRUE
"Balwyn North","16 Ventnor St",4,9.2,-37.7827,145.0945,"Marshall","29/04/2017",3104,4,3,1970,"Boroondara",2,627,-0.0348300509412516,0.500825834131432,0.336935952498933,0.95221265696263,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1725000,6.23678909940929,TRUE,TRUE
"Bellfield","345 Waterdale Rd",3,9.5,-37.754,145.0453,"Haughton","6/05/2017",3081,3,1,NA,"Banyule",2,730,0.0208563644850076,0.704023801398422,0.697217783599641,0.478613165459088,"Medianas","Desconocido","Muchas_plazas","Eastern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1110000,6.04532297878666,TRUE,FALSE
"Bentleigh","10 Luckins Rd",3,13,-37.9318,145.0448,"HAR","6/05/2017",3204,3,1,NA,"Glen Eira",2,657,0.614925942504335,0.563265582845508,-1.53477209687793,0.473800162496769,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Bentleigh","23 Auckland St",2,13,-37.925,145.0467,"Woodards","8/04/2017",3204,2,1,NA,"Glen Eira",3,579,0.614925942504335,0.394423958963708,-1.44940915431742,0.492089573753801,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Pocos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
